Majority_protein_IDs	Fasta_headers	Score	id	Phospho_(STY)_site_IDs	Description	Gene_name	Uniprot_ID
sp|Q9H4A6|GOLP3_HUMAN;tr|B3KQ71|B3KQ71_HUMAN;tr|B4DWL6|B4DWL6_HUMAN;tr|B3KS18|B3KS18_HUMAN	sp|Q9H4A6|GOLP3_HUMAN Golgi phosphoprotein 3 OS=Homo sapiens OX=9606 GN=GOLPH3 PE=1 SV=1;tr|B3KQ71|B3KQ71_HUMAN cDNA FLJ32982 fis, clone THYMU1000002, highly similar to Golgi phosphoprotein 3 OS=Homo sapiens OX=9606 PE=2 SV=1;tr|B4DWL6|B4DWL6_HUMAN cDNA FL	41.338	4747	NA	Golgi phosphoprotein 3	GOLPH3	Q9H4A6
sp|Q9H4B0|OSGP2_HUMAN	sp|Q9H4B0|OSGP2_HUMAN Probable tRNA N6-adenosine threonylcarbamoyltransferase, mitochondrial OS=Homo sapiens OX=9606 GN=OSGEPL1 PE=2 SV=2	2.9081	4748	NA	Probable tRNA N6-adenosine threonylcarbamoyltransferase, mitochondrial	OSGEPL1	Q9H4B0
tr|B3KSI1|B3KSI1_HUMAN;tr|B2RBP7|B2RBP7_HUMAN;sp|Q9H4E7|DEFI6_HUMAN	tr|B3KSI1|B3KSI1_HUMAN Differentially expressed in FDCP 6 homolog (Mouse), isoform CRA_b OS=Homo sapiens OX=9606 GN=DEF6 PE=2 SV=1;tr|B2RBP7|B2RBP7_HUMAN cDNA, FLJ95623, highly similar to Homo sapiens differentially expressed in FDCP 6 homolog (mouse) (DEF	8.3398	4749	5405;8342	Differentially expressed in FDCP 6 homolog (Mouse), isoform CRA_b	DEF6	B3KSI1
sp|Q9H4H8|FA83D_HUMAN;tr|A0A087WXK8|A0A087WXK8_HUMAN	sp|Q9H4H8|FA83D_HUMAN Protein FAM83D OS=Homo sapiens OX=9606 GN=FAM83D PE=1 SV=3;tr|A0A087WXK8|A0A087WXK8_HUMAN Chromosome 20 open reading frame 129 OS=Homo sapiens OX=9606 GN=FAM83D PE=1 SV=1	4.2337	4750	5406;5407;5408	Protein FAM83D	FAM83D	Q9H4H8
tr|H0Y6F5|H0Y6F5_HUMAN;tr|A8K8Q0|A8K8Q0_HUMAN;sp|Q9H4I2|ZHX3_HUMAN	tr|H0Y6F5|H0Y6F5_HUMAN Zinc fingers and homeoboxes protein 3 (Fragment) OS=Homo sapiens OX=9606 GN=ZHX3 PE=1 SV=1;tr|A8K8Q0|A8K8Q0_HUMAN cDNA FLJ78753, highly similar to Homo sapiens zinc fingers and homeoboxes 3 (ZHX3), mRNA OS=Homo sapiens OX=9606 PE=2 S	9.8724	4751	5409;5410;8343	Zinc fingers and homeoboxes protein 3 (Fragment)	ZHX3	H0Y6F5
tr|Q6XYC5|Q6XYC5_HUMAN;sp|Q9H4I3|TRABD_HUMAN;tr|J3KPT4|J3KPT4_HUMAN	tr|Q6XYC5|Q6XYC5_HUMAN LP6054 OS=Homo sapiens OX=9606 GN=TRABD PE=2 SV=1;sp|Q9H4I3|TRABD_HUMAN TraB domain-containing protein OS=Homo sapiens OX=9606 GN=TRABD PE=1 SV=1;tr|J3KPT4|J3KPT4_HUMAN TraB domain-containing protein OS=Homo sapiens OX=9606 GN=TRABD	34.689	4752	NA	LP6054	TRABD	Q6XYC5
sp|Q9H4L4|SENP3_HUMAN;tr|A0A087X0R7|A0A087X0R7_HUMAN;tr|A0A087WV50|A0A087WV50_HUMAN;tr|J3QL36|J3QL36_HUMAN	sp|Q9H4L4|SENP3_HUMAN Sentrin-specific protease 3 OS=Homo sapiens OX=9606 GN=SENP3 PE=1 SV=2;tr|A0A087X0R7|A0A087X0R7_HUMAN SENP3-EIF4A1 readthrough (NMD candidate) (Fragment) OS=Homo sapiens OX=9606 GN=SENP3-EIF4A1 PE=4 SV=1;tr|A0A087WV50|A0A087WV50_HUMAN	10.385	4753	5411;8344	Sentrin-specific protease 3	SENP3	Q9H4L4
sp|Q9H4L5|OSBL3_HUMAN	sp|Q9H4L5|OSBL3_HUMAN Oxysterol-binding protein-related protein 3 OS=Homo sapiens OX=9606 GN=OSBPL3 PE=1 SV=1	58.762	4754	5412;5413;5414;5415;5416;5417;8345	Oxysterol-binding protein-related protein 3	OSBPL3	Q9H4L5
sp|Q9H4L7|SMRCD_HUMAN;tr|D6RAY8|D6RAY8_HUMAN	sp|Q9H4L7|SMRCD_HUMAN SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1 OS=Homo sapiens OX=9606 GN=SMARCAD1 PE=1 SV=2;tr|D6RAY8|D6RAY8_HUMAN SWI/SNF-related matrix-associated actin-dependent regula	31.033	4755	5418;5419;5420;5421;5422;5423;5424;5425;5426;5427;5428;8346;8347	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1	SMARCAD1	Q9H4L7
tr|B2R5U3|B2R5U3_HUMAN;sp|Q9H4M9|EHD1_HUMAN;tr|A0A024R571|A0A024R571_HUMAN;tr|B4DMV9|B4DMV9_HUMAN;tr|B4DR44|B4DR44_HUMAN;tr|B4DTR4|B4DTR4_HUMAN;tr|B4DZH9|B4DZH9_HUMAN;tr|C9JC03|C9JC03_HUMAN;tr|C9J2Z4|C9J2Z4_HUMAN	tr|B2R5U3|B2R5U3_HUMAN EH-domain containing 1, isoform CRA_b OS=Homo sapiens OX=9606 GN=EHD1 PE=2 SV=1;sp|Q9H4M9|EHD1_HUMAN EH domain-containing protein 1 OS=Homo sapiens OX=9606 GN=EHD1 PE=1 SV=2;tr|A0A024R571|A0A024R571_HUMAN EH domain-containing protein	167.12	4756	5429	EH-domain containing 1, isoform CRA_b	EHD1	B2R5U3
tr|F8VVY2|F8VVY2_HUMAN;tr|F8VNZ6|F8VNZ6_HUMAN;tr|F8VSP7|F8VSP7_HUMAN;tr|F8VSB6|F8VSB6_HUMAN;tr|B4DUQ8|B4DUQ8_HUMAN;tr|B4E353|B4E353_HUMAN;tr|A0A024RB33|A0A024RB33_HUMAN;sp|Q9H4P4|RNF41_HUMAN	tr|F8VVY2|F8VVY2_HUMAN E3 ubiquitin-protein ligase NRDP1 OS=Homo sapiens OX=9606 GN=RNF41 PE=1 SV=1;tr|F8VNZ6|F8VNZ6_HUMAN E3 ubiquitin-protein ligase NRDP1 (Fragment) OS=Homo sapiens OX=9606 GN=RNF41 PE=1 SV=1;tr|F8VSP7|F8VSP7_HUMAN E3 ubiquitin-protein l	2.6632	4757	NA	E3 ubiquitin-protein ligase NRDP1	RNF41	F8VVY2
sp|Q9H4Z3|CAPAM_HUMAN;tr|B7Z5U5|B7Z5U5_HUMAN	sp|Q9H4Z3|CAPAM_HUMAN mRNA (2-O-methyladenosine-N(6)-)-methyltransferase OS=Homo sapiens OX=9606 GN=PCIF1 PE=1 SV=1;tr|B7Z5U5|B7Z5U5_HUMAN cDNA FLJ61655, highly similar to Phosphorylated CTD-interacting factor 1 OS=Homo sapiens OX=9606 PE=2 SV=1	2.4484	4758	5430	mRNA (2-O-methyladenosine-N(6)-)-methyltransferase	PCIF1	Q9H4Z3
sp|Q9H501|ESF1_HUMAN;tr|A0JLU5|A0JLU5_HUMAN;tr|Q05C10|Q05C10_HUMAN;tr|A0A087WX71|A0A087WX71_HUMAN	sp|Q9H501|ESF1_HUMAN ESF1 homolog OS=Homo sapiens OX=9606 GN=ESF1 PE=1 SV=1;tr|A0JLU5|A0JLU5_HUMAN ESF1 protein (Fragment) OS=Homo sapiens OX=9606 GN=ESF1 PE=2 SV=1;tr|Q05C10|Q05C10_HUMAN ESF1 protein (Fragment) OS=Homo sapiens OX=9606 GN=ESF1 PE=2 SV=1;tr	60.812	4759	5431;5432;5433;5434;5435;5436;8348;9021	ESF1 homolog	ESF1	Q9H501
tr|B7Z2Y7|B7Z2Y7_HUMAN;tr|H3BS42|H3BS42_HUMAN;tr|B2RD90|B2RD90_HUMAN;tr|A0A024QZC8|A0A024QZC8_HUMAN;sp|Q9H5H4|ZN768_HUMAN	tr|B7Z2Y7|B7Z2Y7_HUMAN cDNA FLJ59521, moderately similar to Zinc finger and SCAN domain-containing protein 2 OS=Homo sapiens OX=9606 PE=2 SV=1;tr|H3BS42|H3BS42_HUMAN Zinc finger protein 768 OS=Homo sapiens OX=9606 GN=ZNF768 PE=1 SV=2;tr|B2RD90|B2RD90_HUMAN	20.13	4760	5437;5438;5439;5440;5441;5442;5443;5444;5445;8349	cDNA FLJ59521, moderately similar to Zinc finger and SCAN domain-containing protein 2	ZNF768	B7Z2Y7
sp|Q9H5I1|SUV92_HUMAN;tr|C9JMB4|C9JMB4_HUMAN;tr|Q5JSS2|Q5JSS2_HUMAN;tr|H0Y306|H0Y306_HUMAN;tr|C9IYH9|C9IYH9_HUMAN	sp|Q9H5I1|SUV92_HUMAN Histone-lysine N-methyltransferase SUV39H2 OS=Homo sapiens OX=9606 GN=SUV39H2 PE=1 SV=2;tr|C9JMB4|C9JMB4_HUMAN Histone-lysine N-methyltransferase SUV39H2 (Fragment) OS=Homo sapiens OX=9606 GN=SUV39H2 PE=1 SV=8;tr|Q5JSS2|Q5JSS2_HUMAN H	3.9471	4761	5446	Histone-lysine N-methyltransferase SUV39H2	SUV39H2	Q9H5I1
tr|D6RBP4|D6RBP4_HUMAN;tr|D6RHI2|D6RHI2_HUMAN;tr|D6RCU0|D6RCU0_HUMAN;tr|A0A024RDK5|A0A024RDK5_HUMAN;sp|Q9H5J4|ELOV6_HUMAN	tr|D6RBP4|D6RBP4_HUMAN Elongation of very long chain fatty acids protein OS=Homo sapiens OX=9606 GN=ELOVL6 PE=1 SV=1;tr|D6RHI2|D6RHI2_HUMAN Elongation of very long chain fatty acids protein (Fragment) OS=Homo sapiens OX=9606 GN=ELOVL6 PE=1 SV=1;tr|D6RCU0|D	-2	4762	9022	Elongation of very long chain fatty acids protein	ELOVL6	D6RBP4
tr|E5RJD5|E5RJD5_HUMAN;sp|Q9H5K3|SG196_HUMAN	tr|E5RJD5|E5RJD5_HUMAN Protein O-mannose kinase (Fragment) OS=Homo sapiens OX=9606 GN=POMK PE=1 SV=1;sp|Q9H5K3|SG196_HUMAN Protein O-mannose kinase OS=Homo sapiens OX=9606 GN=POMK PE=1 SV=1	2.1323	4763	NA	Protein O-mannose kinase (Fragment)	POMK	E5RJD5
tr|B4DHR0|B4DHR0_HUMAN;tr|B3KRW4|B3KRW4_HUMAN;sp|Q9H5N1|RABE2_HUMAN	tr|B4DHR0|B4DHR0_HUMAN cDNA FLJ57369, highly similar to Rab GTPase-binding effector protein 2 OS=Homo sapiens OX=9606 GN=RABEP2 PE=1 SV=1;tr|B3KRW4|B3KRW4_HUMAN cDNA FLJ34980 fis, clone OCBBF2000522, highly similar to Rab GTPase-binding effector protein 2	23.357	4764	NA	cDNA FLJ57369, highly similar to Rab GTPase-binding effector protein 2	RABEP2	B4DHR0
sp|Q9H5X1|CIA2A_HUMAN;tr|H0YKV4|H0YKV4_HUMAN;tr|H0YLH6|H0YLH6_HUMAN	sp|Q9H5X1|CIA2A_HUMAN Cytosolic iron-sulfur assembly component 2A OS=Homo sapiens OX=9606 GN=CIAO2A PE=1 SV=1;tr|H0YKV4|H0YKV4_HUMAN Cytosolic iron-sulfur assembly component 2A OS=Homo sapiens OX=9606 GN=CIAO2A PE=1 SV=1;tr|H0YLH6|H0YLH6_HUMAN Cytosolic ir	12.311	4765	NA	Cytosolic iron-sulfur assembly component 2A	CIAO2A	Q9H5X1
tr|A0A024R5X9|A0A024R5X9_HUMAN;sp|Q9H611|PIF1_HUMAN	tr|A0A024R5X9|A0A024R5X9_HUMAN Chromosome 15 open reading frame 20, isoform CRA_a OS=Homo sapiens OX=9606 GN=C15orf20 PE=4 SV=1;sp|Q9H611|PIF1_HUMAN ATP-dependent DNA helicase PIF1 OS=Homo sapiens OX=9606 GN=PIF1 PE=1 SV=2	-2	4766	5447	Chromosome 15 open reading frame 20, isoform CRA_a	C15orf20	A0A024R5X9
tr|A0A024R0H5|A0A024R0H5_HUMAN;tr|A0A024R0G2|A0A024R0G2_HUMAN;sp|Q9H6A0|DEN2D_HUMAN;tr|B4DWL2|B4DWL2_HUMAN;tr|Q8TCN6|Q8TCN6_HUMAN	tr|A0A024R0H5|A0A024R0H5_HUMAN DENN/MADD domain containing 2D, isoform CRA_d OS=Homo sapiens OX=9606 GN=DENND2D PE=4 SV=1;tr|A0A024R0G2|A0A024R0G2_HUMAN DENN/MADD domain containing 2D, isoform CRA_e OS=Homo sapiens OX=9606 GN=DENND2D PE=4 SV=1;sp|Q9H6A0|DE	18.943	4767	NA	DENN/MADD domain containing 2D, isoform CRA_d	DENND2D	A0A024R0H5
tr|G3V541|G3V541_HUMAN;sp|Q9H6D7|HAUS4_HUMAN;tr|H0YJ09|H0YJ09_HUMAN;tr|G3V4X7|G3V4X7_HUMAN;tr|G3V5A5|G3V5A5_HUMAN;tr|H0YIZ6|H0YIZ6_HUMAN	tr|G3V541|G3V541_HUMAN HAUS augmin-like complex subunit 4 (Fragment) OS=Homo sapiens OX=9606 GN=HAUS4 PE=1 SV=1;sp|Q9H6D7|HAUS4_HUMAN HAUS augmin-like complex subunit 4 OS=Homo sapiens OX=9606 GN=HAUS4 PE=1 SV=1;tr|H0YJ09|H0YJ09_HUMAN HAUS augmin-like comp	6.8823	4768	NA	HAUS augmin-like complex subunit 4 (Fragment)	HAUS4	G3V541
sp|Q9H6E4|CC134_HUMAN	sp|Q9H6E4|CC134_HUMAN Coiled-coil domain-containing protein 134 OS=Homo sapiens OX=9606 GN=CCDC134 PE=1 SV=1	13.785	4769	NA	Coiled-coil domain-containing protein 134	CCDC134	Q9H6E4
tr|A0A0A8K9B1|A0A0A8K9B1_HUMAN;sp|Q9H6E5|STPAP_HUMAN;tr|F5H0R1|F5H0R1_HUMAN;tr|H3BRB1|H3BRB1_HUMAN;tr|Q8TER1|Q8TER1_HUMAN	tr|A0A0A8K9B1|A0A0A8K9B1_HUMAN Up-regulated in lung cancer 6 OS=Homo sapiens OX=9606 GN=URLC6 PE=2 SV=1;sp|Q9H6E5|STPAP_HUMAN Speckle targeted PIP5K1A-regulated poly(A) polymerase OS=Homo sapiens OX=9606 GN=TUT1 PE=1 SV=2;tr|F5H0R1|F5H0R1_HUMAN Speckle tar	33.813	4770	5448	Up-regulated in lung cancer 6	URLC6	A0A0A8K9B1
sp|Q9H6F5|CCD86_HUMAN	sp|Q9H6F5|CCD86_HUMAN Coiled-coil domain-containing protein 86 OS=Homo sapiens OX=9606 GN=CCDC86 PE=1 SV=1	46.835	4771	5449;5450;5451;5452;5453;8350	Coiled-coil domain-containing protein 86	CCDC86	Q9H6F5
sp|Q9H6H4|REEP4_HUMAN;tr|B4DYB6|B4DYB6_HUMAN;tr|E5RGS2|E5RGS2_HUMAN	sp|Q9H6H4|REEP4_HUMAN Receptor expression-enhancing protein 4 OS=Homo sapiens OX=9606 GN=REEP4 PE=1 SV=1;tr|B4DYB6|B4DYB6_HUMAN Receptor expression-enhancing protein OS=Homo sapiens OX=9606 PE=2 SV=1;tr|E5RGS2|E5RGS2_HUMAN Receptor expression-enhancing pro	5.0491	4772	NA	Receptor expression-enhancing protein 4	REEP4	Q9H6H4
tr|Q5TH58|Q5TH58_HUMAN;tr|A0A024RCW2|A0A024RCW2_HUMAN;sp|Q9H6K1|CF106_HUMAN	tr|Q5TH58|Q5TH58_HUMAN Uncharacterized protein C6orf106 OS=Homo sapiens OX=9606 GN=C6orf106 PE=1 SV=1;tr|A0A024RCW2|A0A024RCW2_HUMAN Chromosome 6 open reading frame 106, isoform CRA_a OS=Homo sapiens OX=9606 GN=C6orf106 PE=4 SV=1;sp|Q9H6K1|CF106_HUMAN Unch	3.306	4773	5454	Uncharacterized protein C6orf106	C6orf106	Q5TH58
sp|Q9H6L5|RETR1_HUMAN	sp|Q9H6L5|RETR1_HUMAN Reticulophagy regulator 1 OS=Homo sapiens OX=9606 GN=RETREG1 PE=1 SV=1	12.454	4774	NA	Reticulophagy regulator 1	RETREG1	Q9H6L5
tr|I3L1L6|I3L1L6_HUMAN;sp|Q9H6R0|DHX33_HUMAN;tr|B4DIS6|B4DIS6_HUMAN	tr|I3L1L6|I3L1L6_HUMAN ATP-dependent RNA helicase DHX33 (Fragment) OS=Homo sapiens OX=9606 GN=DHX33 PE=1 SV=1;sp|Q9H6R0|DHX33_HUMAN ATP-dependent RNA helicase DHX33 OS=Homo sapiens OX=9606 GN=DHX33 PE=1 SV=2;tr|B4DIS6|B4DIS6_HUMAN cDNA FLJ56443, highly sim	4.446	4775	NA	ATP-dependent RNA helicase DHX33 (Fragment)	DHX33	I3L1L6
tr|A0A0A0MRW6|A0A0A0MRW6_HUMAN;sp|Q9H6R4|NOL6_HUMAN;tr|B4DF80|B4DF80_HUMAN;tr|B3KPN5|B3KPN5_HUMAN	tr|A0A0A0MRW6|A0A0A0MRW6_HUMAN Nucleolar protein 6 OS=Homo sapiens OX=9606 GN=NOL6 PE=1 SV=1;sp|Q9H6R4|NOL6_HUMAN Nucleolar protein 6 OS=Homo sapiens OX=9606 GN=NOL6 PE=1 SV=2;tr|B4DF80|B4DF80_HUMAN Nucleolar protein 6 OS=Homo sapiens OX=9606 PE=2 SV=1;tr|	33.039	4776	5455;5456	Nucleolar protein 6	NOL6	A0A0A0MRW6
sp|Q9H6S0|YTDC2_HUMAN;tr|Q6ZMY0|Q6ZMY0_HUMAN	sp|Q9H6S0|YTDC2_HUMAN 3-5 RNA helicase YTHDC2 OS=Homo sapiens OX=9606 GN=YTHDC2 PE=1 SV=2;tr|Q6ZMY0|Q6ZMY0_HUMAN cDNA FLJ16598 fis, clone TESTI4006473, weakly similar to ATP-dependent RNA helicase A OS=Homo sapiens OX=9606 PE=2 SV=1	19.086	4777	5457	3-5 RNA helicase YTHDC2	YTHDC2	Q9H6S0
sp|Q9H6T3|RPAP3_HUMAN	sp|Q9H6T3|RPAP3_HUMAN RNA polymerase II-associated protein 3 OS=Homo sapiens OX=9606 GN=RPAP3 PE=1 SV=2	79.147	4778	5458;5459	RNA polymerase II-associated protein 3	RPAP3	Q9H6T3
tr|K7ESE9|K7ESE9_HUMAN;tr|B7ZKU7|B7ZKU7_HUMAN;tr|B2RBN7|B2RBN7_HUMAN;sp|Q9H6U6|BCAS3_HUMAN	tr|K7ESE9|K7ESE9_HUMAN Breast carcinoma-amplified sequence 3 OS=Homo sapiens OX=9606 GN=BCAS3 PE=1 SV=1;tr|B7ZKU7|B7ZKU7_HUMAN Breast carcinoma amplified sequence 3 OS=Homo sapiens OX=9606 GN=BCAS3 PE=2 SV=1;tr|B2RBN7|B2RBN7_HUMAN cDNA, FLJ95607, highly si	2.9548	4779	5460	Breast carcinoma-amplified sequence 3	BCAS3	K7ESE9
sp|Q9H6V9|LDAH_HUMAN;tr|B5MDU6|B5MDU6_HUMAN;tr|C9JHU6|C9JHU6_HUMAN;tr|C9JUM0|C9JUM0_HUMAN;tr|B5MCU4|B5MCU4_HUMAN;tr|B4DS38|B4DS38_HUMAN;tr|A0A0A0MSH6|A0A0A0MSH6_HUMAN	sp|Q9H6V9|LDAH_HUMAN Lipid droplet-associated hydrolase OS=Homo sapiens OX=9606 GN=LDAH PE=1 SV=1;tr|B5MDU6|B5MDU6_HUMAN Lipid droplet-associated hydrolase OS=Homo sapiens OX=9606 GN=LDAH PE=1 SV=1;tr|C9JHU6|C9JHU6_HUMAN Lipid droplet-associated hydrolase	6.6175	4780	NA	Lipid droplet-associated hydrolase	LDAH	Q9H6V9
tr|A0A0A8K8C0|A0A0A8K8C0_HUMAN;sp|Q9H6W3|RIOX1_HUMAN	tr|A0A0A8K8C0|A0A0A8K8C0_HUMAN Up-regulated in lung cancer 2 OS=Homo sapiens OX=9606 GN=URLC2 PE=2 SV=1;sp|Q9H6W3|RIOX1_HUMAN Ribosomal oxygenase 1 OS=Homo sapiens OX=9606 GN=RIOX1 PE=1 SV=2	13.782	4781	NA	Up-regulated in lung cancer 2	URLC2	A0A0A8K8C0
tr|B4E0E3|B4E0E3_HUMAN;tr|G3V1M5|G3V1M5_HUMAN;sp|Q9H6X4|TM134_HUMAN	tr|B4E0E3|B4E0E3_HUMAN Transmembrane protein 134 OS=Homo sapiens OX=9606 GN=TMEM134 PE=1 SV=1;tr|G3V1M5|G3V1M5_HUMAN Transmembrane protein 134 OS=Homo sapiens OX=9606 GN=TMEM134 PE=1 SV=1;sp|Q9H6X4|TM134_HUMAN Transmembrane protein 134 OS=Homo sapiens OX=9	4.2846	4782	5461	Transmembrane protein 134	TMEM134	B4E0E3
tr|G3V1J0|G3V1J0_HUMAN;sp|Q9H6Y2|WDR55_HUMAN	tr|G3V1J0|G3V1J0_HUMAN WD repeat domain 55, isoform CRA_b OS=Homo sapiens OX=9606 GN=WDR55 PE=1 SV=1;sp|Q9H6Y2|WDR55_HUMAN WD repeat-containing protein 55 OS=Homo sapiens OX=9606 GN=WDR55 PE=1 SV=2	31.694	4783	5462	WD repeat domain 55, isoform CRA_b	WDR55	G3V1J0
tr|B7Z7F3|B7Z7F3_HUMAN;sp|Q9H6Z4|RANB3_HUMAN;tr|Q308M8|Q308M8_HUMAN;tr|Q53GE1|Q53GE1_HUMAN;tr|B7Z5P4|B7Z5P4_HUMAN;tr|A0A384ME25|A0A384ME25_HUMAN	tr|B7Z7F3|B7Z7F3_HUMAN cDNA FLJ58549, highly similar to Ran-binding protein 3 OS=Homo sapiens OX=9606 GN=RANBP3 PE=1 SV=1;sp|Q9H6Z4|RANB3_HUMAN Ran-binding protein 3 OS=Homo sapiens OX=9606 GN=RANBP3 PE=1 SV=1;tr|Q308M8|Q308M8_HUMAN RAN binding protein 3 t	88.555	4784	5463;5464;5465;5466;5467;5468	cDNA FLJ58549, highly similar to Ran-binding protein 3	RANBP3	B7Z7F3
sp|Q9H773|DCTP1_HUMAN	sp|Q9H773|DCTP1_HUMAN dCTP pyrophosphatase 1 OS=Homo sapiens OX=9606 GN=DCTPP1 PE=1 SV=1	56.072	4785	5469	dCTP pyrophosphatase 1	DCTPP1	Q9H773
tr|Q5VXN0|Q5VXN0_HUMAN;tr|B4DWS5|B4DWS5_HUMAN;tr|A8K800|A8K800_HUMAN;sp|Q9H7B2|RPF2_HUMAN	tr|Q5VXN0|Q5VXN0_HUMAN Ribosome production factor 2 homolog (Fragment) OS=Homo sapiens OX=9606 GN=RPF2 PE=1 SV=1;tr|B4DWS5|B4DWS5_HUMAN cDNA FLJ57639, highly similar to Brix domain-containing protein 1 OS=Homo sapiens OX=9606 PE=2 SV=1;tr|A8K800|A8K800_HUM	10.773	4786	NA	Ribosome production factor 2 homolog (Fragment)	RPF2	Q5VXN0
sp|Q9H7B4|SMYD3_HUMAN;tr|B3KN46|B3KN46_HUMAN	sp|Q9H7B4|SMYD3_HUMAN Histone-lysine N-methyltransferase SMYD3 OS=Homo sapiens OX=9606 GN=SMYD3 PE=1 SV=4;tr|B3KN46|B3KN46_HUMAN SET and MYND domain containing 3, isoform CRA_a OS=Homo sapiens OX=9606 GN=SMYD3 PE=2 SV=1	11.326	4787	NA	Histone-lysine N-methyltransferase SMYD3	SMYD3	Q9H7B4
tr|E9PJP1|E9PJP1_HUMAN;sp|Q9H7C9|AAMDC_HUMAN;tr|E9PLK9|E9PLK9_HUMAN;tr|E9PNP3|E9PNP3_HUMAN;tr|K4DI89|K4DI89_HUMAN	tr|E9PJP1|E9PJP1_HUMAN Mth938 domain-containing protein OS=Homo sapiens OX=9606 GN=AAMDC PE=1 SV=1;sp|Q9H7C9|AAMDC_HUMAN Mth938 domain-containing protein OS=Homo sapiens OX=9606 GN=AAMDC PE=1 SV=1;tr|E9PLK9|E9PLK9_HUMAN Mth938 domain-containing protein OS=	2.2041	4788	5470	Mth938 domain-containing protein	AAMDC	E9PJP1
sp|Q9H7D7|WDR26_HUMAN;tr|B4DRF0|B4DRF0_HUMAN	sp|Q9H7D7|WDR26_HUMAN WD repeat-containing protein 26 OS=Homo sapiens OX=9606 GN=WDR26 PE=1 SV=3;tr|B4DRF0|B4DRF0_HUMAN cDNA FLJ56418, highly similar to WD repeat protein 26 OS=Homo sapiens OX=9606 PE=2 SV=1	30.845	4789	5471;5472	WD repeat-containing protein 26	WDR26	Q9H7D7
tr|A0A024QZE0|A0A024QZE0_HUMAN;sp|Q9H7E2|TDRD3_HUMAN	tr|A0A024QZE0|A0A024QZE0_HUMAN Tudor domain containing 3, isoform CRA_a OS=Homo sapiens OX=9606 GN=TDRD3 PE=4 SV=1;sp|Q9H7E2|TDRD3_HUMAN Tudor domain-containing protein 3 OS=Homo sapiens OX=9606 GN=TDRD3 PE=1 SV=1	3.8914	4790	5473	Tudor domain containing 3, isoform CRA_a	TDRD3	A0A024QZE0
sp|Q9H7E9|CH033_HUMAN;tr|A0A3B3IT54|A0A3B3IT54_HUMAN;tr|A0A3B3IRR6|A0A3B3IRR6_HUMAN;tr|A0A3B3ITA3|A0A3B3ITA3_HUMAN	sp|Q9H7E9|CH033_HUMAN UPF0488 protein C8orf33 OS=Homo sapiens OX=9606 GN=C8orf33 PE=1 SV=1;tr|A0A3B3IT54|A0A3B3IT54_HUMAN UPF0488 protein C8orf33 OS=Homo sapiens OX=9606 GN=C8orf33 PE=1 SV=1;tr|A0A3B3IRR6|A0A3B3IRR6_HUMAN UPF0488 protein C8orf33 OS=Homo sa	4.1681	4791	NA	UPF0488 protein C8orf33	C8orf33	Q9H7E9
sp|Q9H7F0|AT133_HUMAN;tr|A0A2R8YDN7|A0A2R8YDN7_HUMAN;tr|A0A087WYY3|A0A087WYY3_HUMAN;tr|A0A2R8Y635|A0A2R8Y635_HUMAN	sp|Q9H7F0|AT133_HUMAN Probable cation-transporting ATPase 13A3 OS=Homo sapiens OX=9606 GN=ATP13A3 PE=1 SV=4;tr|A0A2R8YDN7|A0A2R8YDN7_HUMAN Cation-transporting ATPase OS=Homo sapiens OX=9606 GN=ATP13A3 PE=1 SV=1;tr|A0A087WYY3|A0A087WYY3_HUMAN Cation-transpo	6.2061	4792	5474;5475;5476	Probable cation-transporting ATPase 13A3	ATP13A3	Q9H7F0
sp|Q9H7J1|PPR3E_HUMAN	sp|Q9H7J1|PPR3E_HUMAN Protein phosphatase 1 regulatory subunit 3E OS=Homo sapiens OX=9606 GN=PPP1R3E PE=1 SV=2	2.5561	4793	5477	Protein phosphatase 1 regulatory subunit 3E	PPP1R3E	Q9H7J1
sp|Q9H7L9|SDS3_HUMAN;tr|Q2M2F3|Q2M2F3_HUMAN	sp|Q9H7L9|SDS3_HUMAN Sin3 histone deacetylase corepressor complex component SDS3 OS=Homo sapiens OX=9606 GN=SUDS3 PE=1 SV=2;tr|Q2M2F3|Q2M2F3_HUMAN SUDS3 protein (Fragment) OS=Homo sapiens OX=9606 GN=SUDS3 PE=2 SV=1	44.452	4794	5478;5479;5480;5481;5482;5483;8351;8352	Sin3 histone deacetylase corepressor complex component SDS3	SUDS3	Q9H7L9
tr|A0A024QZH6|A0A024QZH6_HUMAN;sp|Q9H7N4|SFR19_HUMAN	tr|A0A024QZH6|A0A024QZH6_HUMAN Serine arginine-rich pre-mRNA splicing factor SR-A1, isoform CRA_a OS=Homo sapiens OX=9606 GN=SR-A1 PE=4 SV=1;sp|Q9H7N4|SFR19_HUMAN Splicing factor, arginine/serine-rich 19 OS=Homo sapiens OX=9606 GN=SCAF1 PE=1 SV=3	65.466	4795	5484;5485;5486;5487;5488;5489;5490;5491;5492	Serine arginine-rich pre-mRNA splicing factor SR-A1, isoform CRA_a	SR-A1	A0A024QZH6
